"movie","type","word","minutes_in"
"Django Unchained","word","word_51",43.12
"Django Unchained","word","word_30",43.22
"Django Unchained","word","word_30",43.25
"Django Unchained","word","word_30",43.27
"Django Unchained","word","word_24",43.28
"Django Unchained","word","word_10",43.42
"Django Unchained","word","word_48",43.65
"Django Unchained","word","word_33",44.3
"Django Unchained","word","word_30",44.42
"Django Unchained","word","word_51",44.55
"Django Unchained","word","word_48",44.58
"Django Unchained","word","word_48",44.63
"Django Unchained","word","word_48",44.67
"Django Unchained","word","word_51",45.5
"Django Unchained","death","word_1",45.78
"Django Unchained","word","word_37",47.65
"Django Unchained","word","word_37",48.3
"Django Unchained","word","word_17",53.08
"Django Unchained","death","word_1",55.07
"Django Unchained","death","word_1",56.58
"Django Unchained","death","word_1",56.62
"Django Unchained","death","word_1",56.63
"Django Unchained","death","word_1",56.65
"Django Unchained","word","word_48",59.42
"Django Unchained","word","word_34",59.65
"Django Unchained","word","word_48",59.75
"Django Unchained","word","word_24",60.5
"Django Unchained","word","word_30",62.22
"Django Unchained","word","word_48",63.2
"Django Unchained","word","word_48",64.78
"Django Unchained","death","word_1",66.9
"Django Unchained","word","word_48",70.1
"Django Unchained","word","word_48",71.17
"Django Unchained","word","word_48",71.2
"Django Unchained","word","word_48",71.23
"Django Unchained","word","word_48",71.28
"Django Unchained","word","word_48",71.35
"Django Unchained","word","word_48",71.87
"Django Unchained","word","word_48",73.17
"Django Unchained","word","word_48",73.23
"Django Unchained","word","word_48",73.32
"Django Unchained","word","word_48",73.73
"Django Unchained","word","word_48",74
"Django Unchained","word","word_48",74.4
"Django Unchained","word","word_33",74.77
"Django Unchained","word","word_48",74.83
"Django Unchained","word","word_37",75.67
"Django Unchained","word","word_33",76.2
"Django Unchained","word","word_48",76.3
"Django Unchained","word","word_48",76.37
"Django Unchained","word","word_2",76.45
"Django Unchained","word","word_33",76.45
"Django Unchained","word","word_37",76.92
"Django Unchained","word","word_48",78.48
"Django Unchained","word","word_2",79.57
"Django Unchained","word","word_33",79.63
"Django Unchained","word","word_33",79.77
"Django Unchained","word","word_48",79.8
"Django Unchained","word","word_48",81.32
"Django Unchained","word","word_33",81.68
"Django Unchained","word","word_48",82.98
"Django Unchained","word","word_48",83.47
"Django Unchained","word","word_48",83.52
"Django Unchained","word","word_48",83.68
"Django Unchained","death","word_1",84.38
"Django Unchained","word","word_48",84.47
"Django Unchained","word","word_2",88.32
"Django Unchained","word","word_48",88.35
"Django Unchained","word","word_48",88.75
"Django Unchained","word","word_2",88.97
"Django Unchained","word","word_48",89.13
"Django Unchained","word","word_48",89.13
"Django Unchained","word","word_48",89.35
"Django Unchained","word","word_7",89.52
"Django Unchained","word","word_48",89.62
"Django Unchained","word","word_2",90.03
"Django Unchained","word","word_45",90.03
"Django Unchained","word","word_33",90.17
"Django Unchained","word","word_48",90.32
"Django Unchained","word","word_33",90.37
"Django Unchained","word","word_48",90.42
"Django Unchained","word","word_51",90.43
"Django Unchained","word","word_2",90.88
"Django Unchained","word","word_48",91
"Django Unchained","word","word_48",91.02
"Django Unchained","word","word_48",91.17
"Django Unchained","word","word_48",91.18
"Django Unchained","word","word_2",92.12
"Django Unchained","word","word_17",92.23
"Django Unchained","word","word_17",92.25
"Django Unchained","word","word_51",92.27
"Django Unchained","word","word_17",92.33
"Django Unchained","word","word_9",92.37
"Django Unchained","word","word_48",92.53
"Django Unchained","word","word_48",92.67
"Django Unchained","word","word_2",92.78
"Django Unchained","word","word_2",93.22
"Django Unchained","word","word_48",96.73
"Django Unchained","word","word_2",101.02
"Django Unchained","word","word_48",101.48
"Django Unchained","word","word_48",101.97
"Django Unchained","word","word_48",102.07
"Django Unchained","word","word_48",102.32
"Django Unchained","word","word_48",102.6
"Django Unchained","word","word_48",102.78
"Django Unchained","word","word_48",102.83
"Django Unchained","word","word_48",103.02
"Django Unchained","word","word_48",103.15
"Django Unchained","word","word_48",103.2
"Django Unchained","word","word_37",103.83
"Django Unchained","word","word_48",104.23
"Django Unchained","word","word_48",104.27
"Django Unchained","word","word_2",104.35
"Django Unchained","word","word_48",104.9
"Django Unchained","word","word_9",104.97
"Django Unchained","word","word_48",105.62
"Django Unchained","word","word_48",106.12
"Django Unchained","word","word_2",108.38
"Django Unchained","word","word_48",108.48
"Django Unchained","word","word_48",108.65
"Django Unchained","word","word_48",109.12
"Django Unchained","word","word_48",109.18
"Django Unchained","word","word_48",109.2
"Django Unchained","word","word_33",109.33
"Django Unchained","word","word_33",111.33
"Django Unchained","word","word_17",111.53
"Django Unchained","word","word_48",112.08
"Django Unchained","word","word_51",112.08
"Django Unchained","word","word_25",112.08
"Django Unchained","word","word_46",113.05
"Django Unchained","word","word_37",113.22
"Django Unchained","word","word_2",113.25
"Django Unchained","word","word_48",113.5
"Django Unchained","word","word_48",113.97
"Django Unchained","word","word_48",114.05
"Django Unchained","word","word_24",114.15
"Django Unchained","word","word_9",114.18
"Django Unchained","word","word_33",114.93
"Django Unchained","word","word_10",115.02
"Django Unchained","word","word_10",115.07
"Django Unchained","word","word_17",116.65
"Django Unchained","word","word_33",117.85
"Django Unchained","word","word_40",120.65
"Django Unchained","word","word_2",121.12
"Django Unchained","word","word_33",121.12
"Django Unchained","word","word_48",121.37
"Django Unchained","word","word_48",121.67
"Django Unchained","word","word_48",122.45
"Django Unchained","word","word_33",122.6
"Django Unchained","word","word_2",122.63
"Django Unchained","word","word_48",123.42
"Django Unchained","word","word_51",130.07
"Django Unchained","word","word_48",130.38
"Django Unchained","word","word_2",130.45
"Django Unchained","death","word_1",131.27
"Django Unchained","death","word_1",131.53
"Django Unchained","death","word_1",131.72
"Django Unchained","death","word_1",131.8
"Django Unchained","death","word_1",131.83
"Django Unchained","death","word_1",131.92
"Django Unchained","death","word_1",132.05
"Django Unchained","death","word_1",132.13
"Django Unchained","death","word_1",132.13
"Django Unchained","death","word_1",132.13
"Django Unchained","word","word_30",132.22
"Django Unchained","word","word_48",131.73
"Django Unchained","word","word_51",132.1
"Django Unchained","word","word_9",132.12
"Django Unchained","word","word_30",132.22
"Django Unchained","word","word_17",132.3
"Django Unchained","word","word_9",132.32
"Django Unchained","word","word_30",132.35
"Django Unchained","word","word_17",132.37
"Django Unchained","word","word_24",132.42
"Django Unchained","word","word_24",132.53
"Django Unchained","word","word_48",132.55
"Django Unchained","death","word_1",133.08
"Django Unchained","word","word_48",133.17
"Django Unchained","word","word_45",133.27
"Django Unchained","death","word_1",133.38
"Django Unchained","death","word_1",133.38
"Django Unchained","word","word_51",133.42
"Django Unchained","death","word_1",133.47
"Django Unchained","death","word_1",133.5
"Django Unchained","death","word_1",133.52
"Django Unchained","death","word_1",133.65
"Django Unchained","death","word_1",133.83
"Django Unchained","death","word_1",133.87
"Django Unchained","word","word_51",134.4
"Django Unchained","word","word_33",134.77
"Django Unchained","word","word_33",135.18
"Django Unchained","word","word_39",135.43
"Django Unchained","word","word_2",135.65
"Django Unchained","word","word_33",135.7
"Django Unchained","word","word_9",135.78
"Django Unchained","word","word_48",136.2
"Django Unchained","word","word_48",138.3
"Django Unchained","word","word_2",140.23
"Django Unchained","word","word_46",140.25
"Django Unchained","word","word_2",140.43
"Django Unchained","word","word_30",140.5
"Django Unchained","word","word_48",140.68
"Django Unchained","word","word_51",140.93
"Django Unchained","word","word_48",140.97
"Django Unchained","word","word_51",141.22
"Django Unchained","word","word_37",141.25
"Django Unchained","word","word_48",141.27
"Django Unchained","word","word_2",141.52
"Django Unchained","word","word_2",142.42
"Django Unchained","word","word_48",142.43
"Django Unchained","word","word_24",143.68
"Django Unchained","word","word_24",144.2
"Django Unchained","word","word_2",144.58
"Django Unchained","word","word_10",144.77
"Django Unchained","word","word_33",145.12
"Django Unchained","word","word_30",145.17
"Django Unchained","word","word_51",145.22
"Django Unchained","word","word_2",145.53
"Django Unchained","word","word_30",147.2
"Django Unchained","word","word_17",147.23
"Django Unchained","word","word_48",147.48
"Django Unchained","word","word_24",147.62
"Django Unchained","word","word_33",148.43
"Django Unchained","word","word_48",148.57
"Django Unchained","word","word_30",149.02
"Django Unchained","death","word_1",149.1
"Django Unchained","death","word_1",149.1
"Django Unchained","death","word_1",149.13
"Django Unchained","word","word_33",152.23
"Django Unchained","word","word_45",152.35
"Django Unchained","death","word_1",152.37
"Django Unchained","death","word_1",152.38
"Django Unchained","death","word_1",152.4
"Django Unchained","death","word_1",152.4
"Django Unchained","death","word_1",152.47
"Django Unchained","death","word_1",152.47
"Django Unchained","death","word_1",152.5
"Django Unchained","death","word_1",156.77
"Django Unchained","word","word_9",157.3
"Django Unchained","death","word_1",157.37
"Django Unchained","death","word_1",157.85
"Django Unchained","word","word_48",158.62
"Django Unchained","word","word_48",158.65
"Django Unchained","word","word_51",158.78
"Django Unchained","word","word_48",158.78
"Django Unchained","word","word_45",158.9
"Django Unchained","word","word_17",158.92
"Django Unchained","word","word_48",158.98
"Django Unchained","word","word_39",159.18
"Django Unchained","word","word_48",159.25
"Django Unchained","word","word_9",159.33
"Django Unchained","word","word_45",159.37
"Django Unchained","word","word_48",159.42
"Django Unchained","word","word_2",159.53
"Django Unchained","word","word_48",159.58
"Django Unchained","word","word_48",159.65
"Django Unchained","word","word_2",159.7
"Django Unchained","word","word_2",159.77
"Django Unchained","word","word_48",159.8
"Django Unchained","word","word_25",159.83
"Django Unchained","word","word_48",159.88
"Django Unchained","word","word_48",160.2
"Django Unchained","word","word_2",160.28
"Django Unchained","death","word_1",160.45
"Jackie Brown","word","word_2",4.38
"Jackie Brown","word","word_51",4.53
"Jackie Brown","word","word_51",4.63
"Jackie Brown","word","word_45",4.85
"Jackie Brown","word","word_51",4.95
"Jackie Brown","word","word_51",5
"Jackie Brown","word","word_45",5.28
"Jackie Brown","word","word_48",5.37
"Jackie Brown","word","word_48",5.45
"Jackie Brown","word","word_30",5.53
"Jackie Brown","word","word_17",5.6
"Jackie Brown","word","word_48",5.67
"Jackie Brown","word","word_51",5.7
"Jackie Brown","word","word_48",6.02
"Jackie Brown","word","word_45",6.08
"Jackie Brown","word","word_51",6.18
"Jackie Brown","word","word_45",6.37
"Jackie Brown","word","word_2",6.7
"Jackie Brown","word","word_51",7.45
"Jackie Brown","word","word_51",8.35
"Jackie Brown","word","word_48",8.58
"Jackie Brown","word","word_48",8.62
"Jackie Brown","word","word_48",8.65
"Jackie Brown","word","word_47",8.82
"Jackie Brown","word","word_46",9.23
"Jackie Brown","word","word_9",9.97
"Jackie Brown","word","word_24",10.08
"Jackie Brown","word","word_24",10.12
"Jackie Brown","word","word_33",10.2
"Jackie Brown","word","word_48",10.2
"Jackie Brown","word","word_33",10.25
"Jackie Brown","word","word_46",10.5
"Jackie Brown","word","word_51",10.52
"Jackie Brown","word","word_47",10.53
"Jackie Brown","word","word_24",10.58
"Jackie Brown","word","word_48",12.12
"Jackie Brown","word","word_51",12.82
"Jackie Brown","word","word_24",12.82
"Jackie Brown","word","word_2",13.1
"Jackie Brown","word","word_24",15.63
"Jackie Brown","word","word_48",15.68
"Jackie Brown","word","word_48",15.72
"Jackie Brown","word","word_2",15.98
"Jackie Brown","word","word_47",16.03
"Jackie Brown","word","word_48",16.1
"Jackie Brown","word","word_2",16.2
"Jackie Brown","word","word_48",16.23
"Jackie Brown","word","word_33",16.25
"Jackie Brown","word","word_51",16.28
"Jackie Brown","word","word_2",16.3
"Jackie Brown","word","word_2",16.33
"Jackie Brown","word","word_47",16.35
"Jackie Brown","word","word_48",16.38
"Jackie Brown","word","word_45",16.47
"Jackie Brown","word","word_37",16.52
"Jackie Brown","word","word_51",16.55
"Jackie Brown","word","word_2",16.58
"Jackie Brown","word","word_51",16.65
"Jackie Brown","word","word_48",16.77
"Jackie Brown","word","word_30",16.87
"Jackie Brown","word","word_48",17.12
"Jackie Brown","word","word_2",17.22
"Jackie Brown","word","word_48",17.25
"Jackie Brown","word","word_24",17.3
"Jackie Brown","word","word_51",17.4
"Jackie Brown","word","word_30",17.42
"Jackie Brown","word","word_2",17.48
"Jackie Brown","word","word_30",17.52
"Jackie Brown","word","word_48",17.82
"Jackie Brown","word","word_48",17.82
"Jackie Brown","word","word_48",17.85
"Jackie Brown","word","word_48",17.9
"Jackie Brown","word","word_48",17.95
"Jackie Brown","word","word_2",18.23
"Jackie Brown","word","word_51",18.38
"Jackie Brown","word","word_48",18.8
"Jackie Brown","word","word_51",19.07
"Jackie Brown","word","word_45",19.35
"Jackie Brown","word","word_45",19.45
"Jackie Brown","word","word_24",19.47
"Jackie Brown","word","word_51",19.47
"Jackie Brown","word","word_30",19.58
"Jackie Brown","word","word_2",19.62
"Jackie Brown","word","word_33",19.72
"Jackie Brown","word","word_33",19.83
"Jackie Brown","word","word_33",19.93
"Jackie Brown","word","word_2",19.95
"Jackie Brown","word","word_48",20.05
"Jackie Brown","word","word_45",20.12
"Jackie Brown","word","word_2",20.17
"Jackie Brown","word","word_33",20.22
"Jackie Brown","word","word_2",20.28
"Jackie Brown","word","word_2",20.35
"Jackie Brown","word","word_48",20.38
"Jackie Brown","word","word_30",20.52
"Jackie Brown","word","word_48",20.57
"Jackie Brown","word","word_51",20.58
"Jackie Brown","word","word_30",20.65
"Jackie Brown","word","word_45",21.05
"Jackie Brown","word","word_45",21.12
"Jackie Brown","word","word_33",21.13
"Jackie Brown","word","word_45",21.18
"Jackie Brown","word","word_37",21.22
"Jackie Brown","death","word_1",23.08
"Jackie Brown","word","word_48",23.07
"Jackie Brown","word","word_51",25.53
"Jackie Brown","word","word_33",26.13
"Jackie Brown","word","word_47",26.37
"Jackie Brown","word","word_2",26.38
"Jackie Brown","word","word_48",27.07
"Jackie Brown","word","word_24",27.08
"Jackie Brown","word","word_48",27.2
"Jackie Brown","word","word_48",27.22
"Jackie Brown","word","word_48",27.48
"Jackie Brown","word","word_57",28.67
"Jackie Brown","word","word_30",28.72
"Jackie Brown","word","word_33",29.05
"Jackie Brown","word","word_30",29.72
"Jackie Brown","word","word_31",30.63
"Jackie Brown","word","word_51",30.63
"Jackie Brown","word","word_55",30.77
"Jackie Brown","word","word_30",30.78
"Jackie Brown","word","word_51",30.8
"Jackie Brown","word","word_24",31.97
"Jackie Brown","word","word_51",32.13
"Jackie Brown","word","word_57",32.4
"Jackie Brown","word","word_33",32.65
"Jackie Brown","word","word_51",33.47
"Jackie Brown","word","word_51",33.67
"Jackie Brown","word","word_30",36.4
"Jackie Brown","word","word_51",36.42
"Jackie Brown","word","word_51",36.52
"Jackie Brown","word","word_51",36.97
"Jackie Brown","word","word_51",37
"Jackie Brown","word","word_37",37.13
"Jackie Brown","word","word_47",37.15
"Jackie Brown","word","word_2",37.28
"Jackie Brown","word","word_51",37.33
"Jackie Brown","word","word_2",37.37
"Jackie Brown","word","word_51",37.88
"Jackie Brown","word","word_51",38.58
"Jackie Brown","word","word_24",38.95
"Jackie Brown","word","word_30",38.98
"Jackie Brown","word","word_51",39.3
"Jackie Brown","word","word_51",39.35
"Jackie Brown","word","word_9",44.32
"Jackie Brown","word","word_2",45.38
"Jackie Brown","word","word_37",48.1
"Jackie Brown","word","word_2",48.1
"Jackie Brown","word","word_2",48.17
"Jackie Brown","word","word_51",48.35
"Jackie Brown","word","word_17",48.52
"Jackie Brown","word","word_51",48.53
"Jackie Brown","word","word_54",48.6
"Jackie Brown","word","word_54",50.45
"Jackie Brown","word","word_19",50.88
"Jackie Brown","word","word_48",50.97
"Jackie Brown","word","word_37",51.03
"Jackie Brown","word","word_24",51.05
"Jackie Brown","word","word_24",51.1
"Jackie Brown","word","word_2",51.22
"Jackie Brown","word","word_46",51.32
"Jackie Brown","word","word_24",51.4
"Jackie Brown","word","word_17",51.42
"Jackie Brown","word","word_2",51.45
"Jackie Brown","word","word_30",51.5
"Jackie Brown","word","word_2",51.62
"Jackie Brown","word","word_24",51.65
"Jackie Brown","word","word_47",51.8
"Jackie Brown","word","word_47",51.97
"Jackie Brown","word","word_47",53.17
"Jackie Brown","word","word_2",57.42
"Jackie Brown","word","word_24",57.93
"Jackie Brown","word","word_2",59.12
"Jackie Brown","word","word_51",60.2
"Jackie Brown","word","word_51",61.53
"Jackie Brown","word","word_2",61.93
"Jackie Brown","word","word_33",62.97
"Jackie Brown","word","word_51",63.07
"Jackie Brown","word","word_51",63.07
"Jackie Brown","word","word_51",66.05
"Jackie Brown","word","word_30",67.82
"Jackie Brown","word","word_24",67.95
"Jackie Brown","word","word_17",69.7
"Jackie Brown","word","word_48",70.02
"Jackie Brown","word","word_46",70.03
"Jackie Brown","word","word_2",70.05
"Jackie Brown","word","word_11",70.1
"Jackie Brown","word","word_45",70.12
"Jackie Brown","word","word_17",70.15
"Jackie Brown","word","word_24",70.3
"Jackie Brown","word","word_33",70.45
"Jackie Brown","word","word_24",70.8
"Jackie Brown","word","word_24",70.9
"Jackie Brown","word","word_2",70.93
"Jackie Brown","word","word_51",71.2
"Jackie Brown","word","word_24",71.23
"Jackie Brown","word","word_17",71.67
"Jackie Brown","word","word_30",72.6
"Jackie Brown","word","word_24",73.2
"Jackie Brown","word","word_51",73.27
"Jackie Brown","word","word_24",73.85
"Jackie Brown","word","word_51",75.37
"Jackie Brown","word","word_50",75.38
"Jackie Brown","word","word_51",75.6
"Jackie Brown","word","word_9",75.63
"Jackie Brown","word","word_30",75.63
"Jackie Brown","word","word_24",75.7
"Jackie Brown","word","word_48",75.7
"Jackie Brown","word","word_17",75.73
"Jackie Brown","word","word_24",75.77
"Jackie Brown","word","word_25",75.87
"Jackie Brown","word","word_51",76.18
"Jackie Brown","word","word_10",76.32
"Jackie Brown","word","word_2",76.72
"Jackie Brown","word","word_2",76.92
"Jackie Brown","word","word_9",77.05
"Jackie Brown","word","word_24",77.35
"Jackie Brown","word","word_9",77.47
"Jackie Brown","word","word_2",79.37
"Jackie Brown","word","word_51",80.33
"Jackie Brown","word","word_24",81
"Jackie Brown","word","word_51",81.02
"Jackie Brown","word","word_51",83.92
"Jackie Brown","word","word_51",88.68
"Jackie Brown","word","word_51",88.83
"Jackie Brown","word","word_37",92.38
"Jackie Brown","word","word_37",92.38
"Jackie Brown","word","word_37",92.43
"Jackie Brown","word","word_51",92.52
"Jackie Brown","word","word_51",92.55
"Jackie Brown","word","word_33",92.57
"Jackie Brown","word","word_24",92.58
"Jackie Brown","word","word_2",92.62
"Jackie Brown","word","word_30",92.63
"Jackie Brown","word","word_24",92.65
"Jackie Brown","word","word_2",92.7
"Jackie Brown","word","word_51",92.82
"Jackie Brown","word","word_2",92.97
"Jackie Brown","word","word_17",93.03
"Jackie Brown","word","word_51",94.13
"Jackie Brown","word","word_2",94.27
"Jackie Brown","word","word_2",94.77
"Jackie Brown","word","word_17",94.98
"Jackie Brown","word","word_51",95.07
"Jackie Brown","word","word_45",95.08
"Jackie Brown","word","word_45",95.13
"Jackie Brown","word","word_51",96.7
"Jackie Brown","word","word_30",96.9
"Jackie Brown","word","word_37",97.37
"Jackie Brown","word","word_9",98.02
"Jackie Brown","word","word_2",98.07
"Jackie Brown","word","word_51",98.15
"Jackie Brown","word","word_47",98.17
"Jackie Brown","word","word_33",98.23
"Jackie Brown","word","word_33",98.45
"Jackie Brown","word","word_9",98.45
"Jackie Brown","word","word_30",98.47
"Jackie Brown","word","word_2",101.37
"Jackie Brown","word","word_24",101.92
"Jackie Brown","word","word_47",101.98
"Jackie Brown","word","word_9",102.07
"Jackie Brown","word","word_30",102.08
"Jackie Brown","word","word_2",102.08
"Jackie Brown","word","word_33",102.1
"Jackie Brown","word","word_2",102.32
"Jackie Brown","word","word_24",102.33
"Jackie Brown","word","word_2",105.27
"Jackie Brown","word","word_24",106.32
"Jackie Brown","word","word_33",109.7
"Jackie Brown","word","word_24",109.77
"Jackie Brown","word","word_30",109.82
"Jackie Brown","word","word_51",109.97
"Jackie Brown","word","word_9",110.13
"Jackie Brown","word","word_30",110.15
"Jackie Brown","word","word_30",110.52
"Jackie Brown","word","word_24",111.27
"Jackie Brown","word","word_24",111.83
"Jackie Brown","word","word_33",111.85
"Jackie Brown","word","word_30",111.9
"Jackie Brown","word","word_24",111.97
"Jackie Brown","word","word_30",111.98
"Jackie Brown","word","word_24",112.07
"Jackie Brown","word","word_24",112.35
"Jackie Brown","word","word_30",113.18
"Jackie Brown","death","word_1",113.28
"Jackie Brown","word","word_9",114.98
"Jackie Brown","word","word_30",115
"Jackie Brown","word","word_24",116.07
"Jackie Brown","word","word_30",120.22
"Jackie Brown","word","word_30",120.35
"Jackie Brown","word","word_30",120.85
"Jackie Brown","word","word_9",121.1
"Jackie Brown","word","word_30",121.87
"Jackie Brown","word","word_30",121.92
"Jackie Brown","word","word_2",122.08
"Jackie Brown","word","word_24",122.12
"Jackie Brown","word","word_24",122.15
"Jackie Brown","word","word_24",122.17
"Jackie Brown","word","word_30",121.2
"Jackie Brown","word","word_51",122.28
"Jackie Brown","word","word_9",123.32
"Jackie Brown","word","word_51",123.63
"Jackie Brown","word","word_45",124.57
"Jackie Brown","word","word_37",124.65
"Jackie Brown","word","word_2",124.68
"Jackie Brown","word","word_46",124.75
"Jackie Brown","word","word_30",124.83
"Jackie Brown","word","word_30",124.85
"Jackie Brown","word","word_30",124.88
"Jackie Brown","word","word_30",124.9
"Jackie Brown","word","word_33",124.97
"Jackie Brown","word","word_45",125.07
"Jackie Brown","word","word_2",125.1
"Jackie Brown","word","word_51",125.12
"Jackie Brown","word","word_30",125.15
"Jackie Brown","word","word_24",125.33
"Jackie Brown","word","word_2",125.37
"Jackie Brown","death","word_1",125.43
"Jackie Brown","word","word_51",126.42
"Jackie Brown","word","word_30",126.62
"Jackie Brown","word","word_30",127.07
"Jackie Brown","word","word_30",127.42
"Jackie Brown","word","word_30",128.38
"Jackie Brown","word","word_47",128.42
"Jackie Brown","word","word_45",128.47
"Jackie Brown","word","word_24",129.17
"Jackie Brown","word","word_30",129.57
"Jackie Brown","word","word_33",130.9
"Jackie Brown","word","word_47",130.92
"Jackie Brown","word","word_47",131
"Jackie Brown","word","word_45",131.08
"Jackie Brown","word","word_45",131.18
"Jackie Brown","word","word_51",131.22
"Jackie Brown","word","word_48",131.25
"Jackie Brown","word","word_45",131.28
"Jackie Brown","word","word_33",131.35
"Jackie Brown","word","word_45",131.38
"Jackie Brown","word","word_51",131.4
"Jackie Brown","word","word_33",131.45
"Jackie Brown","word","word_51",131.57
"Jackie Brown","word","word_48",131.8
"Jackie Brown","word","word_47",132.78
"Jackie Brown","word","word_2",133.05
"Jackie Brown","word","word_47",133.13
"Jackie Brown","word","word_24",134
"Jackie Brown","word","word_33",134.02
"Jackie Brown","word","word_30",134.07
"Jackie Brown","word","word_2",134.18
"Jackie Brown","word","word_45",134.33
"Jackie Brown","word","word_45",134.5
"Jackie Brown","word","word_48",134.78
"Jackie Brown","word","word_51",135
"Jackie Brown","word","word_2",135.67
"Jackie Brown","word","word_22",135.72
"Jackie Brown","word","word_11",136.72
"Jackie Brown","word","word_30",136.9
"Jackie Brown","word","word_2",137.13
"Jackie Brown","word","word_48",137.13
"Jackie Brown","word","word_33",138.2
"Jackie Brown","word","word_11",141.03
"Jackie Brown","word","word_9",141.2
"Jackie Brown","word","word_33",141.23
"Jackie Brown","word","word_45",141.35
"Jackie Brown","word","word_48",141.5
"Jackie Brown","word","word_45",141.55
"Jackie Brown","word","word_45",141.8
"Jackie Brown","word","word_45",141.93
"Jackie Brown","word","word_2",142.43
"Jackie Brown","word","word_30",142.47
"Jackie Brown","word","word_33",142.97
"Jackie Brown","death","word_1",143.13
